60
4 15 0.106343 0.170628 0.304801 0.996552 2.571861
3 15 0.039466 0.091915 0.163463 1.507789 2.235191
3 15 0.044785 0.077542 0.187634 0.624465 1.821731
2 15 0.100580 0.136448 0.367826 1.634507 2.637199
3 15 0.024487 0.086385 0.124218 0.354019 1.025255
5 15 0.065434 0.042433 0.098144 0.642987 1.456088
2 15 0.041192 0.071517 0.232516 1.691111 1.860306
3 15 0.088979 0.081786 0.245242 1.088424 2.417905
3 15 0.011974 0.042661 0.144741 1.354983 2.060162
3 15 0.075940 0.091050 0.284196 1.159016 2.476731
4 15 0.070057 0.034835 0.083806 1.293751 1.783225
3 15 0.022563 0.024174 0.063022 0.384273 0.579384
3 15 0.048470 0.031844 0.225665 0.935083 1.231817
4 15 0.043956 0.025352 0.054016 0.405379 0.713708
4 15 0.019272 0.028015 0.086680 0.451798 1.309341
4 15 0.048871 0.041326 0.111467 0.414193 1.190892
5 15 0.058602 0.012735 0.073372 0.676446 1.849917
4 15 0.050721 0.068047 0.194129 1.497531 2.168138
3 15 0.053594 0.062963 0.270916 1.022183 2.184812
3 15 0.136308 0.072766 0.188431 1.240782 1.947920
3 15 0.051208 0.081865 0.225748 0.752994 3.866612
5 15 0.052123 0.050024 0.137341 1.087477 1.463095
4 15 0.079434 0.032015 0.141265 1.198012 1.853061
3 15 0.057153 0.096163 0.192307 0.754084 3.932113
4 15 0.022757 0.021090 0.030486 0.109418 0.257104
3 15 0.126149 0.082817 0.277845 1.097366 2.513362
3 15 0.050245 0.072548 0.096719 0.437312 0.745096
2 15 0.053940 0.047507 0.176540 2.116058 1.922239
2 15 0.094120 0.111164 0.274429 1.220910 2.865151
2 15 0.052497 0.036778 0.077046 1.083265 1.352434
3 15 0.051939 0.036123 0.146729 0.808021 1.537935
3 15 0.119488 0.033289 0.136616 0.641012 1.190195
1 15 0.064221 0.169017 0.344327 1.285882 5.036721
5 15 0.030477 0.027691 0.039412 0.199478 0.669569
3 15 0.092999 0.128801 0.373129 1.476366 2.698727
4 15 0.023354 0.042843 0.067497 0.214555 1.036766
3 15 0.062253 0.065082 0.094741 0.332241 0.954169
3 15 0.096990 0.045548 0.142481 0.707566 1.067091
5 15 0.109122 0.063265 0.090378 1.019561 1.331985
3 15 0.055409 0.078193 0.292285 1.877120 3.874974
5 15 0.038186 0.032424 0.081674 0.684102 0.682117
3 15 0.121026 0.097273 0.392541 1.058969 2.464745
3 15 0.048498 0.090723 0.236609 0.908880 2.821051
2 15 0.117549 0.136199 0.235164 1.160081 2.940512
3 15 0.045282 0.080573 0.177858 0.830037 1.677367
3 15 0.065905 0.183491 0.312488 1.880310 1.933615
2 15 0.056598 0.189781 0.369352 0.886016 1.808183
2 15 0.066123 0.103160 0.217999 1.745141 1.905173
2 15 0.049953 0.051230 0.084412 0.381805 1.320146
1 15 0.218097 0.263901 0.524773 2.635685 4.954464
1 15 0.118365 0.121292 0.494516 2.328079 3.113865
1 15 0.323468 0.319225 1.083117 2.655267 5.600326
1 15 0.390629 0.126010 0.673816 1.955973 3.798611
1 15 0.212613 0.198147 0.685335 2.815450 5.446393
1 15 0.142606 0.183099 0.454418 2.360373 4.280113
1 15 0.125143 0.118792 0.797818 3.244008 4.537875
1 15 0.459574 0.477038 1.298431 3.764706 5.282376
1 15 0.438263 0.618191 0.798073 2.345217 5.803961
1 15 0.187145 0.386158 0.448410 2.438249 6.335839
5 15 0.000000 0.000000 0.000000 0.000000 0.000000
