42
1 8 0.807493 0.209470 0.964547 3.353172 5.886493
3 8 0.174806 0.171957 0.143335 0.685113 1.195348
1 8 0.896720 0.214432 1.097547 3.586996 5.367657
2 8 0.302817 0.110980 0.243022 1.261842 1.712282
2 8 0.703805 0.073678 0.688019 1.824866 2.467048
2 8 0.547576 0.118688 0.580122 1.387407 3.280292
5 8 0.057369 0.048286 0.088019 0.792987 0.697163
4 8 0.637196 0.269803 0.872336 1.799371 4.192315
2 8 0.217428 0.180910 0.422587 1.572878 2.907743
3 8 0.556805 0.169687 0.630790 1.278821 2.323222
4 8 0.088718 0.091588 0.141145 1.162303 0.901089
5 8 0.013351 0.010929 0.019994 0.614749 0.139060
1 8 0.420544 0.125665 0.413193 2.282539 2.401809
2 8 0.670500 0.333431 0.831783 2.144184 3.844340
2 8 0.700145 0.248417 0.809108 1.968034 4.708422
2 8 0.559534 0.151639 0.640222 1.828934 4.083886
1 8 0.330656 0.227373 0.175818 1.671338 2.052194
3 8 0.384718 0.112893 0.321361 1.452506 2.043008
3 8 0.463018 0.090664 0.522411 1.747626 2.277589
1 8 0.266474 0.231294 0.319802 1.964061 1.817371
1 8 0.336608 0.145876 0.171714 1.707281 1.904683
1 8 0.589819 0.301854 0.803041 1.817806 2.948487
1 8 0.147464 0.178861 0.149384 1.626750 1.717850
4 8 0.272030 0.083316 0.399743 0.852024 1.683058
1 8 0.393831 0.077878 0.443950 1.894917 3.919156
1 8 0.723286 0.208258 0.581665 1.246961 2.677991
1 8 0.274236 0.335304 0.363717 1.903674 2.057181
1 8 0.332817 0.253825 0.405196 1.663635 2.632589
1 8 0.886508 0.476476 1.262041 3.032848 5.717966
1 8 0.731811 0.258350 0.903599 2.129574 4.847733
2 8 0.332929 0.087912 0.172381 1.528535 1.378349
2 8 0.287582 0.269551 0.358685 2.324067 2.319813
3 8 0.265167 0.259932 0.266923 1.809483 1.586106
5 8 0.093618 0.012183 0.031157 0.816125 0.238144
2 8 0.589413 0.167250 0.724084 1.554192 3.266198
1 8 0.678224 0.280636 0.951802 3.450134 5.296862
1 8 0.655718 0.272057 0.953596 2.934096 6.836379
1 8 0.940596 0.641261 1.658641 4.297526 5.516399
1 8 1.625845 0.389156 2.130211 3.349177 5.130464
1 8 0.609784 0.572369 0.887967 3.422368 5.112101
1 8 0.489897 0.606977 0.926569 3.547041 4.980334
5 8 0.000000 0.000000 0.000000 0.000000 0.000000
