64
2 4 0.100878 0.123820 0.258643 2.676871 4.542431
3 4 0.034711 0.027105 0.103235 1.117042 2.904402
2 4 0.163804 0.181539 0.533141 2.122707 4.064352
2 4 0.140707 0.091843 0.348703 2.214380 4.754976
3 4 0.170951 0.244736 0.443682 2.291486 4.095571
3 4 0.129407 0.124896 0.148211 1.377948 2.925790
2 4 0.251563 0.260506 0.723275 2.738277 5.443001
3 4 0.901371 0.026084 1.507856 3.780860 4.911468
2 4 0.073451 0.056661 0.135492 1.436509 3.114225
1 4 0.058155 0.060602 0.195353 1.544477 3.781417
2 4 0.146451 0.180009 0.378823 2.113080 3.867939
2 4 0.077474 0.083077 0.184253 1.775285 3.592551
4 4 0.078534 0.095448 0.202925 1.290368 3.363013
4 4 0.042823 0.045067 0.223845 1.507433 3.531763
2 4 0.104479 0.022699 0.434236 2.384337 5.401812
2 4 0.090709 0.052436 0.268917 1.602334 3.011477
3 4 0.055006 0.034844 0.035919 1.026629 3.236002
2 4 0.227911 0.071127 0.345480 2.501076 5.026900
4 4 0.034992 0.047218 0.119910 1.304423 3.554399
1 4 0.092107 0.134501 0.309940 1.957084 4.145577
2 4 0.117291 0.063084 0.464154 2.333256 4.790465
3 4 0.096602 0.097752 0.200232 2.060380 3.997172
3 4 0.155156 0.138238 0.359456 1.559938 2.670511
2 4 0.090104 0.131211 0.371306 1.964263 3.682727
5 4 0.076530 0.107215 0.210126 1.049734 2.010417
2 4 0.175574 0.082929 0.362728 1.919210 3.989527
3 4 0.059472 0.088114 0.237721 2.143484 3.749619
4 4 0.034508 0.045824 0.074273 1.316837 2.609314
3 4 0.082731 0.045766 0.256479 2.052327 3.564274
2 4 0.116810 0.124061 0.332467 1.769988 3.805539
2 4 0.100179 0.138355 0.269909 1.207990 1.943707
1 4 0.191110 0.191305 0.537655 2.110815 3.536531
2 4 0.053581 0.054003 0.218314 1.355043 2.902217
3 4 0.075651 0.048189 0.310502 1.640703 3.113140
1 4 0.075449 0.094197 0.349192 1.791467 2.723578
3 4 0.092548 0.096378 0.183178 1.026955 2.545514
2 4 0.090839 0.092366 0.232789 1.828799 4.413129
1 4 0.313615 0.358405 0.707787 2.531526 4.818982
3 4 0.070364 0.073515 0.206893 1.227738 2.903394
3 4 0.085266 0.079611 0.242501 1.321061 3.732209
1 4 0.111691 0.092928 0.361566 1.384109 3.286025
3 4 0.046735 0.034998 0.131529 2.188578 4.062505
3 4 0.018710 0.018147 0.114141 0.776706 1.251454
2 4 0.030163 0.043135 0.361670 1.618051 3.050307
3 4 0.037918 0.043344 0.134620 0.830088 1.723501
5 4 0.034372 0.026841 0.228247 1.219738 2.800706
1 4 0.143202 0.103085 0.499525 2.691565 5.020097
2 4 0.164772 0.142833 0.285392 2.180749 4.503411
5 4 0.025500 0.037559 0.141946 0.806411 2.303834
4 4 0.047167 0.018764 0.106323 0.905768 2.044097
1 4 0.193470 0.174170 0.631295 3.325758 4.557558
1 4 0.535333 0.399647 1.351313 3.313053 4.915838
1 4 0.670629 0.290920 1.021218 3.029241 4.754443
1 4 0.375370 0.327290 1.023310 3.095699 5.553429
1 4 0.645263 0.389980 0.966634 2.807272 5.343065
1 4 0.520535 0.508173 1.115167 3.067722 5.278025
1 4 0.853995 0.709697 1.556315 3.030238 5.411210
1 4 0.501988 0.527145 1.105227 3.130594 5.859756
1 4 0.610119 0.673289 1.298682 3.112725 5.577907
1 4 0.436410 0.390126 0.913924 3.166325 4.243540
1 4 0.436545 0.422131 0.706778 3.158443 4.872309
1 4 0.349600 0.381688 0.898312 3.378330 5.445391
1 4 0.386119 0.409445 1.371759 3.394442 3.683196
5 4 0.000000 0.000000 0.000000 0.000000 0.000000
