55
5 6 0.014851 0.071813 0.205033 0.306756 1.309058
2 6 0.210166 0.074802 0.380927 1.530925 2.306733
5 6 0.010150 0.010660 0.028812 0.144614 0.456600
2 6 0.103498 0.167011 0.285473 0.664630 2.932843
2 6 0.171476 0.192675 0.290921 0.896320 2.512326
5 6 0.190309 0.128102 0.411930 1.540425 1.972903
1 6 0.215014 0.097725 0.306406 1.056260 1.859582
1 6 0.258724 0.144017 0.377465 2.136574 3.847558
1 6 0.172181 0.182892 0.536558 1.179918 3.402889
5 6 0.014470 0.032692 0.048578 0.138293 0.475576
3 6 0.028681 0.045655 0.114118 0.359678 1.722308
4 6 0.101143 0.118640 0.260118 0.872916 1.344707
3 6 0.150763 0.114575 0.153789 0.641195 2.279166
5 6 0.054936 0.016814 0.091474 0.590701 1.500243
4 6 0.283230 0.077369 0.304410 1.536381 2.467938
2 6 0.313315 0.151630 0.457674 2.078258 4.790755
2 6 0.212384 0.049646 0.242477 1.223757 3.825034
4 6 0.201513 0.081428 0.279275 1.183746 1.465690
1 6 0.118685 0.194409 0.344748 0.903914 2.531136
1 6 0.042040 0.043605 0.122069 1.309500 2.930152
3 6 0.053566 0.038334 0.191530 0.643852 0.524423
1 6 0.282015 0.163510 0.364928 2.452125 5.761378
2 6 0.162014 0.211954 0.391922 1.334740 3.004971
2 6 0.133752 0.137963 0.192259 0.937167 3.046791
1 6 0.239889 0.129942 0.276941 0.679756 2.198084
2 6 0.303399 0.071386 0.221864 2.090133 3.921551
3 6 0.080166 0.050631 0.133010 0.332168 0.937610
4 6 0.021081 0.010680 0.060420 0.208525 0.537890
4 6 0.084018 0.090347 0.225882 0.867160 1.021813
3 6 0.041797 0.027681 0.108701 0.551146 1.203668
1 6 0.216450 0.104217 0.367689 2.408093 3.336723
1 6 0.196408 0.105761 0.584276 1.560217 3.419731
2 6 0.176268 0.078266 0.290957 1.422400 2.386779
2 6 0.056822 0.053722 0.160261 0.720349 1.698648
4 6 0.054589 0.052273 0.135303 0.160689 1.388461
2 6 0.233850 0.077206 0.275036 2.642254 3.563957
1 6 0.104778 0.099802 0.291155 0.893639 2.490680
1 6 0.364219 0.217643 0.613348 1.439991 4.107723
3 6 0.161292 0.080511 0.403174 1.831899 2.751618
4 6 0.141574 0.087778 0.337938 1.464417 2.574727
5 6 0.003221 0.008208 0.047465 0.141872 0.398634
1 6 0.152111 0.136262 0.459189 0.527494 1.844492
3 6 0.036410 0.025470 0.113218 0.611962 0.964582
5 6 0.021357 0.039134 0.113845 0.338079 0.774827
3 6 0.164020 0.101557 0.248374 0.912760 1.715200
1 6 0.414477 0.179750 0.446009 2.897814 5.364189
1 6 0.145008 0.135712 0.281179 2.983661 5.132882
1 6 0.204997 0.114396 0.430082 2.750647 4.589247
1 6 0.198286 0.161328 0.554321 3.036377 4.470086
1 6 0.369608 0.096401 0.639295 2.203461 4.678362
1 6 0.476354 0.298562 0.867904 2.679060 4.561628
1 6 0.415966 0.341372 0.944773 3.496273 5.185266
1 6 0.522690 0.271865 0.987747 2.825602 4.844594
1 6 0.384314 0.156908 0.924343 2.862730 4.776579
5 6 0.000000 0.000000 0.000000 0.000000 0.000000
