49
3 14 0.078682 0.052099 0.132753 0.929446 3.712148
3 14 0.082926 0.029801 0.121789 0.818046 3.745737
3 14 0.065953 0.069061 0.127652 0.440070 3.276543
2 14 0.073418 0.165068 0.267881 1.117608 4.334532
4 14 0.037121 0.043256 0.073598 0.310046 1.540137
3 14 0.072434 0.090742 0.161222 0.572054 2.940633
3 14 0.018874 0.052937 0.097514 0.470885 1.997373
2 14 0.057775 0.097197 0.083028 0.641171 2.589564
3 14 0.060218 0.047700 0.091663 0.664344 3.456382
2 14 0.084871 0.082027 0.151252 0.841962 3.570465
1 14 0.166164 0.173163 0.225689 1.045943 4.063382
2 14 0.119623 0.146749 0.199355 1.103140 4.404910
2 14 0.060446 0.058370 0.117795 0.636035 3.796032
2 14 0.145068 0.079242 0.225677 0.697619 3.553679
2 14 0.079022 0.055933 0.170983 0.709989 2.578885
2 14 0.224978 0.278891 0.354782 0.856969 4.409003
3 14 0.098893 0.102266 0.110312 1.215443 4.825748
3 14 0.069188 0.091364 0.201006 0.933553 2.780016
3 14 0.083874 0.120570 0.183897 1.102450 4.162045
4 14 0.070412 0.080621 0.151098 0.351679 2.486545
2 14 0.080448 0.031341 0.098899 0.438698 3.149639
1 14 0.059365 0.098422 0.154236 1.332711 5.206934
2 14 0.055297 0.069057 0.089511 0.675907 2.529692
3 14 0.079509 0.085005 0.096624 0.473836 1.474069
3 14 0.049154 0.061488 0.167625 1.819477 4.677712
2 14 0.104163 0.154167 0.304100 1.267167 3.978143
3 14 0.106052 0.186302 0.259289 1.002370 4.424806
1 14 0.108913 0.109918 0.215735 1.037148 3.740845
5 14 0.034793 0.031529 0.031183 0.079937 1.365749
3 14 0.096198 0.055781 0.170969 0.781815 3.412657
2 14 0.087862 0.042683 0.227312 1.211159 4.628883
3 14 0.124998 0.064225 0.392509 1.122828 5.079089
3 14 0.036530 0.080125 0.123012 0.509537 2.086822
4 14 0.055949 0.070279 0.132521 0.735582 3.376703
2 14 0.221000 0.077686 0.275649 1.085276 4.878920
3 14 0.094115 0.114762 0.168320 0.602730 2.574952
4 14 0.035624 0.025500 0.042690 0.276703 1.163694
2 14 0.233282 0.130107 0.306008 1.266496 4.376613
4 14 0.102307 0.026942 0.161907 0.701655 3.340928
5 14 0.077320 0.032873 0.097673 0.223046 0.939150
1 14 0.077320 0.032873 0.097673 0.223046 0.939150
1 14 0.302368 0.265236 0.399647 1.223671 4.083602
1 14 0.155465 0.175722 0.336949 1.462910 5.796189
1 14 0.237725 0.086583 0.447057 3.040518 5.028762
1 14 0.210416 0.258065 0.441449 2.383107 5.621660
1 14 0.489737 0.221604 0.610248 3.070511 5.757664
1 14 0.556127 0.591876 0.679302 2.495200 4.815337
1 14 0.285914 0.615266 0.731085 1.670307 4.639214
1 14 0.547816 0.551987 0.755334 3.223908 5.264579
